doc_id,doc,target,arguments,resps,filtered_resps,doc_hash,prompt_hash,target_hash,exact_match
759,"{'premise': '여자가 과속을 하다가 경찰관에게 걸렸다.', 'question': '결과', 'alternative_1': '여자가 벌금을 냈다.', 'alternative_2': '여자가 포상금을 받았다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc5ec\\uc790\\uac00 \\uacfc\\uc18d\\uc744 \\ud558\\ub2e4\\uac00 \\uacbd\\ucc30\\uad00\\uc5d0\\uac8c \\uac78\\ub838\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\uc5ec\\uc790\\uac00 \\ubc8c\\uae08\\uc744 \\ub0c8\\ub2e4.\\n2.\\uc5ec\\uc790\\uac00 \\ud3ec\\uc0c1\\uae08\\uc744 \\ubc1b\\uc558\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.여자가 벌금을 냈다.']],['1'],b1dd8b6dbb28ec817d1778f9bd432290ab630ce392a569d5a07b6b17e7a71ea5,bd71da69d3cba6c23d14059522bc23183f5c3dd601b75a83f932222dc0f6fd39,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
760,"{'premise': '경찰이 남자의 손에 수갑을 채웠다.', 'question': '원인', 'alternative_1': '남자가 범인을 체포했다.', 'alternative_2': '남자가 범죄를 저질렀다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uacbd\\ucc30\\uc774 \\ub0a8\\uc790\\uc758 \\uc190\\uc5d0 \\uc218\\uac11\\uc744 \\ucc44\\uc6e0\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\ub0a8\\uc790\\uac00 \\ubc94\\uc778\\uc744 \\uccb4\\ud3ec\\ud588\\ub2e4.\\n2.\\ub0a8\\uc790\\uac00 \\ubc94\\uc8c4\\ub97c \\uc800\\uc9c8\\ub800\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.남자가 범죄를 저질렀다.']],['2'],f1c38ee171fa8716183807369f2dd30598603503397b2a378ec57359ff6f5692,31a337bff62f8585796e24b05d39dda15bb905fa055e25159ac20d2077f8558b,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
761,"{'premise': '비가 많이 내려 다리가 물에 잠겼다.', 'question': '결과', 'alternative_1': '차들이 다리를 지나가지 못했다.', 'alternative_2': '차들이 다리 위를 빠른 속도로 달렸다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ube44\\uac00 \\ub9ce\\uc774 \\ub0b4\\ub824 \\ub2e4\\ub9ac\\uac00 \\ubb3c\\uc5d0 \\uc7a0\\uacbc\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\ucc28\\ub4e4\\uc774 \\ub2e4\\ub9ac\\ub97c \\uc9c0\\ub098\\uac00\\uc9c0 \\ubabb\\ud588\\ub2e4.\\n2.\\ucc28\\ub4e4\\uc774 \\ub2e4\\ub9ac \\uc704\\ub97c \\ube60\\ub978 \\uc18d\\ub3c4\\ub85c \\ub2ec\\ub838\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.차들이 다리를 지나가지 못했다.']],['1'],50dfe3df59950727e3144cccf0d7fde91bbe4b904c3d6de763291a9a583dae65,930d39738221758281543afea368635c2518075750c80d41741221efb1309183,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
762,"{'premise': '발톱이 빠졌다.', 'question': '원인', 'alternative_1': '아령을 발 위로 떨어뜨렸다.', 'alternative_2': '발에 스트레칭용 끈을 묶었다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ubc1c\\ud1b1\\uc774 \\ube60\\uc84c\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\uc544\\ub839\\uc744 \\ubc1c \\uc704\\ub85c \\ub5a8\\uc5b4\\ub728\\ub838\\ub2e4.\\n2.\\ubc1c\\uc5d0 \\uc2a4\\ud2b8\\ub808\\uce6d\\uc6a9 \\ub048\\uc744 \\ubb36\\uc5c8\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.아령을 발 위로 떨어뜨렸다.']],['1'],d4c47f58b807bdd371350c7df7fc9b3117522f087b20f924a7ae771a7e1a5bf3,c2d0b64dbec29ed1822aac021546e55f61b3f30cbf3644033b51b2106254f77a,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
763,"{'premise': '야외수업이 취소되었다.', 'question': '원인', 'alternative_1': '하늘이 맑았다.', 'alternative_2': '비가 오고 강한 바람이 불었다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc57c\\uc678\\uc218\\uc5c5\\uc774 \\ucde8\\uc18c\\ub418\\uc5c8\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\ud558\\ub298\\uc774 \\ub9d1\\uc558\\ub2e4.\\n2.\\ube44\\uac00 \\uc624\\uace0 \\uac15\\ud55c \\ubc14\\ub78c\\uc774 \\ubd88\\uc5c8\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.비가 오고 강한 바람이 불었다.']],['2'],d2a119c7d1f17984f43956e039ed627d81c8e8dce9aad50ac8312915a0aea6d8,d3bd8c97eaa7c07136fbe1957a9ba293298e4e0a0809b39987f15b6337f34d55,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
764,"{'premise': '여자가 차를 도색했다.', 'question': '원인', 'alternative_1': '차에 흠집이 났다.', 'alternative_2': '차를 세차했다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc5ec\\uc790\\uac00 \\ucc28\\ub97c \\ub3c4\\uc0c9\\ud588\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\ucc28\\uc5d0 \\ud760\\uc9d1\\uc774 \\ub0ac\\ub2e4.\\n2.\\ucc28\\ub97c \\uc138\\ucc28\\ud588\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.차에 흠집이 났다.']],['1'],8d46300575cb61202a67f17fc72c822c604224b5e1e1ece8ace414e70670cae8,d5bb792e5644604ddcc0515c174bb775583e73adf597939b0eb3d8e285381af4,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
765,"{'premise': '아이는 머리를 한번도 빗지 않았다.', 'question': '결과', 'alternative_1': '머리카락이 엉켰다.', 'alternative_2': '머리카락이 찰랑거렸다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc544\\uc774\\ub294 \\uba38\\ub9ac\\ub97c \\ud55c\\ubc88\\ub3c4 \\ube57\\uc9c0 \\uc54a\\uc558\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\uba38\\ub9ac\\uce74\\ub77d\\uc774 \\uc5c9\\ucf30\\ub2e4.\\n2.\\uba38\\ub9ac\\uce74\\ub77d\\uc774 \\ucc30\\ub791\\uac70\\ub838\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.머리카락이 엉켰다.']],['1'],326cd389621012dfd6649c920284b5a190f634ea9496a12afae5c266a511a16b,85a8c27ae00d476a48aef71f28810b900c16d04746b4aa271eee1b3830190c19,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
766,"{'premise': '나무가 불에 타 버렸다.', 'question': '원인', 'alternative_1': '나무를 강물에 던졌다.', 'alternative_2': '나무를 모닥불에 던졌다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ub098\\ubb34\\uac00 \\ubd88\\uc5d0 \\ud0c0 \\ubc84\\ub838\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\ub098\\ubb34\\ub97c \\uac15\\ubb3c\\uc5d0 \\ub358\\uc84c\\ub2e4.\\n2.\\ub098\\ubb34\\ub97c \\ubaa8\\ub2e5\\ubd88\\uc5d0 \\ub358\\uc84c\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.나무를 모닥불에 던졌다.']],['2'],901b08d13366c551c96d37f8c43d853a6e131eb92d0ac1f49a4bf519b275fe1f,4442ef1a17b92d2e20febd7a9954f932d5f7c028d5a736d8b819ab819d4a21e6,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
767,"{'premise': '여자가 공연장에 들어가지 못했다.', 'question': '원인', 'alternative_1': '여자가 티켓 챙기는 것을 깜빡했다.', 'alternative_2': '여자가 티켓을 지참했다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc5ec\\uc790\\uac00 \\uacf5\\uc5f0\\uc7a5\\uc5d0 \\ub4e4\\uc5b4\\uac00\\uc9c0 \\ubabb\\ud588\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\uc5ec\\uc790\\uac00 \\ud2f0\\ucf13 \\ucc59\\uae30\\ub294 \\uac83\\uc744 \\uae5c\\ube61\\ud588\\ub2e4.\\n2.\\uc5ec\\uc790\\uac00 \\ud2f0\\ucf13\\uc744 \\uc9c0\\ucc38\\ud588\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.여자가 티켓 챙기는 것을 깜빡했다.']],['1'],d87b18ff152b11d747c87202ae19c3d2a32e266d37b8288b07b91180822738af,6376553981f0b4411bd27f2cb28d64d4939f97e6ef5bb95d2245bb76a31b10d6,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
768,"{'premise': '여자가 청소업체를 불렀다.', 'question': '원인', 'alternative_1': '여자의 집이 깨끗했다.', 'alternative_2': '여자의 집이 지저분했다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc5ec\\uc790\\uac00 \\uccad\\uc18c\\uc5c5\\uccb4\\ub97c \\ubd88\\ub800\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\uc5ec\\uc790\\uc758 \\uc9d1\\uc774 \\uae68\\ub057\\ud588\\ub2e4.\\n2.\\uc5ec\\uc790\\uc758 \\uc9d1\\uc774 \\uc9c0\\uc800\\ubd84\\ud588\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.여자의 집이 지저분했다.']],['2'],fd6c0b58ed8795779e7c7d97658755ff442e5197e99140ea74a0d1e9a4571116,48ce99ed818447a46412ff3ba7cfb81c3f0e7e16b9c62a95d7d4a07394959bb5,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
769,"{'premise': '남자가 교통범칙금을 냈다.', 'question': '원인', 'alternative_1': '남자가 주차장에 주차했다.', 'alternative_2': '남자가 신호를 위반했다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ub0a8\\uc790\\uac00 \\uad50\\ud1b5\\ubc94\\uce59\\uae08\\uc744 \\ub0c8\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\ub0a8\\uc790\\uac00 \\uc8fc\\ucc28\\uc7a5\\uc5d0 \\uc8fc\\ucc28\\ud588\\ub2e4.\\n2.\\ub0a8\\uc790\\uac00 \\uc2e0\\ud638\\ub97c \\uc704\\ubc18\\ud588\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.남자가 신호를 위반했다.']],['2'],69286f314d421dd376df80c0b27afc07554b694acf57f66c0e96fc82aba27c6e,446d9e3d413e885147993ac872f8d717519e666ec1e73b1bcf082cfca124055b,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
770,"{'premise': '남자가 타려던 항공편이 결항되었다.', 'question': '결과', 'alternative_1': '남자의 일정에는 변화가 없다.', 'alternative_2': '남자는 목적지에 일정보다 늦게 도착했다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ub0a8\\uc790\\uac00 \\ud0c0\\ub824\\ub358 \\ud56d\\uacf5\\ud3b8\\uc774 \\uacb0\\ud56d\\ub418\\uc5c8\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\ub0a8\\uc790\\uc758 \\uc77c\\uc815\\uc5d0\\ub294 \\ubcc0\\ud654\\uac00 \\uc5c6\\ub2e4.\\n2.\\ub0a8\\uc790\\ub294 \\ubaa9\\uc801\\uc9c0\\uc5d0 \\uc77c\\uc815\\ubcf4\\ub2e4 \\ub2a6\\uac8c \\ub3c4\\ucc29\\ud588\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.남자는 목적지에 일정보다 늦게 도착했다.']],['2'],8849ab3410f9ee97edd0f41ee8b1a26dfbce468651526958e43c921734aebe98,ede827e0c20519ff663fe6fff6f9772c8c7d797a0832927940ebe3485dc13f49,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
771,"{'premise': '선풍기를 더 이상 사용하지 않았다.', 'question': '결과', 'alternative_1': '선풍기를 해체해 창고에 넣었다.', 'alternative_2': '선풍기를 새로 구입했다.', 'label': 0}",1,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc120\\ud48d\\uae30\\ub97c \\ub354 \\uc774\\uc0c1 \\uc0ac\\uc6a9\\ud558\\uc9c0 \\uc54a\\uc558\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\uc120\\ud48d\\uae30\\ub97c \\ud574\\uccb4\\ud574 \\ucc3d\\uace0\\uc5d0 \\ub123\\uc5c8\\ub2e4.\\n2.\\uc120\\ud48d\\uae30\\ub97c \\uc0c8\\ub85c \\uad6c\\uc785\\ud588\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['1.선풍기를 해체해 창고에 넣었다.']],['1'],1813428b813a80a67c4bd408489fd2762927a26ed59ebb36c8eae1dd1acb5f16,50185a6dbb309ccd7fa175f8f5df8091a6f5280a77e21c19f70f37c48dfeb60b,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b,1
772,"{'premise': '여자가 응급실에 실려갔다.', 'question': '원인', 'alternative_1': '여자가 갑자기 자리에서 일어났다.', 'alternative_2': '여자가 길거리에서 갑자기 쓰러졌다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc5ec\\uc790\\uac00 \\uc751\\uae09\\uc2e4\\uc5d0 \\uc2e4\\ub824\\uac14\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\uc5ec\\uc790\\uac00 \\uac11\\uc790\\uae30 \\uc790\\ub9ac\\uc5d0\\uc11c \\uc77c\\uc5b4\\ub0ac\\ub2e4.\\n2.\\uc5ec\\uc790\\uac00 \\uae38\\uac70\\ub9ac\\uc5d0\\uc11c \\uac11\\uc790\\uae30 \\uc4f0\\ub7ec\\uc84c\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.여자가 길거리에서 갑자기 쓰러졌다.']],['2'],484fe1763870b3448e272b2b84c38b9308a469ecc56c0dd0a87c362cfbbd4334,831d4c48fec45a84bd44a9bf69717526fa9939b03f7527a5964ccca714569434,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
773,"{'premise': '콘택트렌즈의 좌우를 바꿔서 착용했다.', 'question': '결과', 'alternative_1': '눈동자의 색이 바뀌었다.', 'alternative_2': '눈이 잘 보이지 않았다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\ucf58\\ud0dd\\ud2b8\\ub80c\\uc988\\uc758 \\uc88c\\uc6b0\\ub97c \\ubc14\\uafd4\\uc11c \\ucc29\\uc6a9\\ud588\\ub2e4.  \\uadf8\\ub798\\uc11c:\\n1.\\ub208\\ub3d9\\uc790\\uc758 \\uc0c9\\uc774 \\ubc14\\ub00c\\uc5c8\\ub2e4.\\n2.\\ub208\\uc774 \\uc798 \\ubcf4\\uc774\\uc9c0 \\uc54a\\uc558\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.눈이 잘 보이지 않았다.']],['2'],65c4922c13a23f36ed3bbe40a87ab71efd14b967bc7997f4efb59284be5b0c3a,35e6b37f4bc864956a168a6327e4e553de0ead3f2197d7886d15798bfcd347bf,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
774,"{'premise': '숨이 찼다.', 'question': '원인', 'alternative_1': '강도가 낮은 운동을 하였다.', 'alternative_2': '유산소 운동을 격하게 하였다.', 'label': 1}",2,"{'gen_args_0': {'arg_0': ['[{""role"": ""user"", ""content"": ""\\ub2e4\\uc74c \\uc804\\uc81c\\uc640 \\uc774\\uc5b4\\uc9c0\\ub294 \\ubcf4\\uae30\\uac00 \\uc788\\uc2b5\\ub2c8\\ub2e4. \\ub458 \\uc911 \\ub354 \\uc54c\\ub9de\\uc740 \\ubcf4\\uae30\\ub97c \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\ubd80\\uac00 \\uc124\\uba85 \\uc5c6\\uc774 1\\uacfc 2 \\uc911\\uc5d0 \\uc120\\ud0dd\\ud574\\uc8fc\\uc138\\uc694. \\uc804\\uc81c: \\uc228\\uc774 \\ucc3c\\ub2e4.  \\uc65c\\ub0d0\\ud558\\uba74:\\n1.\\uac15\\ub3c4\\uac00 \\ub0ae\\uc740 \\uc6b4\\ub3d9\\uc744 \\ud558\\uc600\\ub2e4.\\n2.\\uc720\\uc0b0\\uc18c \\uc6b4\\ub3d9\\uc744 \\uaca9\\ud558\\uac8c \\ud558\\uc600\\ub2e4.""}]'], 'arg_1': {'until': ['\n\n'], 'do_sample': False}}}",[['2.유산소 운동을 격하게 하였다.']],['2'],8566d1f4640023ef4898aeccb679c8d54550576b496f4f95d786d002055c91bd,90bfec75fc7aff7f91efff9348fb5c7fb7a825971b3f46056ce043e9fbfeaea8,d4735e3a265e16eee03f59718b9b5d03019c07d8b6c51f90da3a666eec13ab35,1
